empresa,ticker,data_publicacao,fonte,tipo,titulo,url,snippet_ou_trecho,sentimento,tags,severidade,resumo_curto
Brava Energia,BRAV3,2026-03-13T07:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) recebe prêmio global da indústria de óleo e gás - BPMoney,https://news.google.com/rss/articles/CBMinwFBVV95cUxQWXBqM2h6bGRYWi11el94X2RiRTBvNWtpRjkxX0ViY3dxOHk5X2JLVUttZ2ozUzV3Um5QR0RiSi12YmRtNkdtREY3UnluLVRFNlVja3FNX3lLS041TDhsNWVGd0I1NVlfWDhzNnVfQUwwQms1TnFKaDNxY0ZKUWZ2SW1IeGNVMlh4MVZKd18tUGdpNjJVZWFKa2hEcnpQUk0?oc=5,Brava Energia (BRAV3) recebe prêmio global da indústria de óleo e gás BPMoney,positivo,esg_reputacional,1,"Brava Energia (BRAV3) recebeu um prêmio global da indústria de óleo e gás, reconhecimento que reforça sua reputação no setor."
Brava Energia,BRAV3,2026-02-18T08:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) pode prosseguir com cessão de participação no Papa-Terra - Investidor10,https://news.google.com/rss/articles/CBMivgFBVV95cUxOZmQwbmJiY2dDZkFDbklQTTNxTHk2SnU0Q29RQS1Bd01xYmdONmEyUmtiSzVPeHdmY3NycjFPVS1LcmlscVU4aGJRVGRBX2tVWEU1RVJGMDdUbXlxMHJicnV1U1k5UDl5Y1pIbENJX0VHUy1Qb0ZoZk9aekwwaW1NVHF1Z1pQSDFTZFBmdFExWUFyUWMyUC12cF9IclQ4THFfSGppUFRsU3NSTjljaUU4ajBDSXJXZGZuNURiSUhB0gHDAUFVX3lxTFA0eVJ0MDhuVGZHbWpaQVpjMWMzQmpZRDR6enRpaENmdk1BRVBoWTN3cnIwZk53RzBZRGJHSF9oNFZ4NlFacmtveHV6dUlkbjFNUTI4ZmVhd19rdmpyUmtLeVJjTWhxNS1CbC1UeW5pSWF0QVFLSjgxb1pYaW41aXk4WHc1NTNYODlBTkFuczh3ZVJWeVRWckVnR1ZlbjVsUk5BbUVoMk03ZFo0bi1aUzhheEhsTVRFNzc4ZDhXN2tzcGpQWQ?oc=5,Brava Energia (BRAV3) pode prosseguir com cessão de participação no Papa-Terra Investidor10,neutro,m&a_estrategia,2,"Brava Energia (BRAV3) pode prosseguir com a cessão de sua participação no campo de Papa-Terra. A notícia indica uma possível desinvestimento sem fornecer detalhes sobre valores, percentual de participação ou cronograma."
Brava Energia,BRAV3,2026-01-16T08:00:00+00:00,Google News,noticia,"Brava: boa aquisição, momento ruim? Por que BRAV3 caiu 5% após compra de US$ 450 mi - InfoMoney",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPLUZiRjZtejQ0YUxsVElKMEVQaWV1OGdCa0laUGlkRjJwNlZMVFJ3QjMtYzJvRU5UVGZKYkNoUHNpYklJc0RCeGE4amtiSUt4SGpGd2paSEJOWUtqTXQ0QWpqbVNqUUI3SkxIdGZ3WnNJTlVhSERRSFJ0MVB2ZUdyVzhlZ2Q2X0I0TlhrNWg2Z3phVmE3cHpRb0hKTllfOVBMaEhwZ1pRU3VFcjRBN0FBcUpIU1ZUamRIQnlz0gHAAUFVX3lxTE14cjlCOEpxYy16MU5yZGtnTzduaFp3X3NVeExMRjNIN2prVEtMTU5iWVR2NTRtQUNlY0V3XzRiTGRjTnpYNTVfUTc1QlNBU2ZqVWljMUtpNVFFekt5aGZjMjVJZVVZbzR4MHFTSjJMVDFWMlNHOGxDcXZGY2xaTDQ4MzFpcWFmMnRjbDhLTUhPTnN4NkpUSWFBMV9tTHRvYm5KdV9QUzRuTnVCNjNTMTluaG8tREZLWnJ6Y3RjMmJkWQ?oc=5,"Brava: boa aquisição, momento ruim? Por que BRAV3 caiu 5% após compra de US$ 450 mi InfoMoney",negativo,m&a_estrategia,2,"Brava adquiriu empresa por US$ 450 milhões, porém a ação BRAV3 caiu 5% após o anúncio, sugerindo mercado questiona o timing ou valor da aquisição."
Brava Energia,BRAV3,2025-12-05T21:23:57+00:00,Google News,noticia,Produção da Brava Energia (BRAV3) tem alta de 102% em novembro na comparação anual - Nord Investimentos,https://news.google.com/rss/articles/CBMijgFBVV95cUxQMzI4Vm12SkIzUTVuUC0taEhBT3c3UXVidWNCZ1FIVGU0VUxHMmhWTmZEN2pmOFhyUXFrRVgtN21kWHdKa0Z6WVVXUENSbmJiNl9rZ1FGWW8xQ0tiNEpTa09OUmhvOVBLN21NRk9jSHhaeE5VUy0za2MzOWdZSFFsU2tOWkh6TG1pNnBpRTRn0gGTAUFVX3lxTFAya1BxWVlwU0xxQUctb3daY0Y2dFVSMFhKazJWSXdNamlnVlF3RURpZ2wzcVlIdHVyMm0yRzJxRmcxNVpTamNRVi1KS1AxZzFGbXltdDFjZ2NaamJnMVJMaTdoOXJwcFdVZV9iTlh6Y2R6cVRNR1haa2tNc29laFctcGprU2ZraGxqa0l6NERTYUhaRQ?oc=5,Produção da Brava Energia (BRAV3) tem alta de 102% em novembro na comparação anual Nord Investimentos,positivo,resultado_guidance;operacional_incidente,2,A Brava Energia registrou alta de 102% na produção em novembro na comparação anual. O crescimento significativo indica desempenho operacional positivo da companhia.
Brava Energia,BRAV3,2026-03-16T07:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) conclui encerramento de negociação com Petronas - Visno Invest,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOUi1FYXlYZmE3MFFvQ2V1MldFa0VqTm1qNHRjbkw5dklnUFZENng3WXZDOG80YUZZaUpmYVBWOFhtWkw1d2xUcHRjenZxdmlaWVAxNDU3SURkSFRrdjBBZnVKQ0J2LVVpb19PczdQZFZKdWZENkpTbXJvQnh0cC10MnpNRm9KQS1IaW51Nlp4NEl0TDJpRll4RXdEaGJlQWUwOEJnNU5PaVY?oc=5,Brava Energia (BRAV3) conclui encerramento de negociação com Petronas Visno Invest,neutro,m&a_estrategia,2,Brava Energia (BRAV3) concluiu o encerramento de negociação com a Petronas. Trata-se de um desfecho de transação envolvendo as duas empresas.
Brava Energia,BRAV3,2026-03-25T11:29:00+00:00,Google News,noticia,Goldman Sachs atinge 5% em derivativos da Brava Energia (BRAV3) - Visno Invest,https://news.google.com/rss/articles/CBMinwFBVV95cUxObmRwUDRDZ1hmemtPcnFRZ2NGM21URmRObDgySzNSVzVmaXlqeTFEX29SZ1FzR2szd1J4NXgyZWR4ejJhbzVfaDRQc1V0M0pnbWRFM1p4TGFsNG1YZlJXa01zMnFiemQ2c1F0ZElQSEJaLVRUR3dTeDAtNW1xc1JRMzZtRlpzM1VoTDBFVDd6TlBTQ2xQTjhRUkt0bmtnSXM?oc=5,Goldman Sachs atinge 5% em derivativos da Brava Energia (BRAV3) Visno Invest,neutro,m&a_estrategia,1,Goldman Sachs atingiu posição de 5% em derivativos da Brava Energia (BRAV3). Trata-se de informação sobre movimentação de participação acionária sem indicações de impacto operacional ou estratégico imediato.
Brava Energia,BRAV3,2026-03-30T17:39:38+00:00,Google News,noticia,"Barril de petróleo acima de US$ 105 impulsiona BRAV3, RECV3, PETR4 e PRIO3 - EuQueroInvestir",https://news.google.com/rss/articles/CBMifkFVX3lxTE9HcE4tQ3hEak40SzZWdFh6aDlBTEs4RnVWSUlNSFZ4TTA3N1gtT2taRlZpRjZ5bERERXQ3U2tRT2tGVXU5Qy1SUFRKLTk5aUF1bTZBajYtbDdiZFRudmNRRlFNQkZiT3NzQ1NsM1NtOFotMGsySkxlRDQ3RDdqUQ?oc=5,"Barril de petróleo acima de US$ 105 impulsiona BRAV3, RECV3, PETR4 e PRIO3 EuQueroInvestir",positivo,setor_macro,1,"Barril de petróleo acima de US$ 105 impulsiona ações de empresas petrolíferas (BRAV3, RECV3, PETR4 e PRIO3). Movimento reflete benefício setorial de maior precificação do petróleo."
Brava Energia,BRAV3,2025-12-18T08:00:00+00:00,Google News,noticia,Por que a Brava Energia (BRAV3) salta pela 3ª sessão consecutiva e já sobe 18% na semana? - Estadão E-Investidor,https://news.google.com/rss/articles/CBMiigFBVV95cUxQTGgzc2FwV0p4TDF1d19pODNqbXZIMl9sTWJ1LW1BTkpaM3d2NGVHQWZHRDFab05fcEExMGhTS2EtTmVCMUt5ZWZueTBjQkJtMlNwUGVRU01IUkNYY2pOT2JFbnBxOEV0MmczcEhieTZMOFVYbGJ3dkpDYkFlSnA0QnRfZVV4b3ZmNUHSAY8BQVVfeXFMTkFCeTYxYUdaajA0RDU3Vm82eWJ1XzBaSnZwcmRVdDIxYzY2S2ptdzIyVTg1YW5ISGJCem1LMW1mbDZtYl9LSG1pVnh6MkEtNkhycmJkQU1hcDY4eV9TQkpoUmI0UlpoOHFLN0FYeGp6cFZoaC10dVhkYVFYTkZNeFM0ajh5ZGh4ZnBoSC1oaFk?oc=5,Por que a Brava Energia (BRAV3) salta pela 3ª sessão consecutiva e já sobe 18% na semana? Estadão E-Investidor,positivo,setor_macro,1,"Ação da Brava Energia (BRAV3) apresenta alta de 18% na semana, com ganhos pela 3ª sessão consecutiva. Notícia reflete movimento positivo de preço sem divulgar fundamentos específicos da empresa."
Brava Energia,BRAV3,2026-03-25T20:10:57+00:00,Google News,noticia,Prio (PRIO3) derrete com queda do petróleo e Brava (BRAV3) dispara mais de 6% - Guia do Investidor,https://news.google.com/rss/articles/CBMiswFBVV95cUxNaXJsZFVrcDNZLWt6cHRfT2JqQTdpV2FfZ1lSSzJGeFNnVlN4TjhkQ0syUTA4aHkxeXZyT1NQQmdCWExOczYxNmh0SWdCQU4wLVd1TmNKbjk3ZVcwb3NOdjdvUThLVk4wVlVIUzF6X2VLUHhGQkJUWkxrRjhKN0ExcG9YNV9rUGFPYkFOMG9fbkhRWjNXSzlpMnZ5UEJkSEwzcWlFUERaWjlyaU5HNE0wTm9DOA?oc=5,Prio (PRIO3) derrete com queda do petróleo e Brava (BRAV3) dispara mais de 6% Guia do Investidor,negativo,setor_macro,2,"Prio (PRIO3) apresenta queda nas cotações acompanhando a redução do preço do petróleo, enquanto Brava (BRAV3) sobe mais de 6% no mesmo período."
Brava Energia,BRAV3,2025-10-23T07:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) anuncia novo CFO e agrada o mercado - suno.com.br,https://news.google.com/rss/articles/CBMifEFVX3lxTE83T2JxUG5MWEt1U2lZNlp0bldLaDZhcktlR0hzdHJRVW44WUh6eWo1Y2JzMjZtWHAwSXY3YTVibGpEV00xSDZxc1JzamFfWWR1SlBqQUliX09GRENFR3RaSzg5YnVleEtXN0VycThXNW1PSEpKOUd5R1BkVmU?oc=5,Brava Energia (BRAV3) anuncia novo CFO e agrada o mercado suno.com.br,positivo,governanca,1,"Brava Energia anuncia novo CFO, decisão que agradou o mercado. Trata-se de mudança na estrutura de governança corporativa da empresa."
Brava Energia,BRAV3,2025-10-09T07:00:00+00:00,Google News,noticia,Brava (BRAV3) cai quase 5%: como a paralisação em Potiguar pode afetar a ação? - InfoMoney,https://news.google.com/rss/articles/CBMisgFBVV95cUxOR3d6MGZ1UWIxVDVWTUxyS1BMRXhILXFydDFoTlBydEh3UVdUOE1Db282cklMZkF3dWZfMFo1VEZNZXpfYmtxb3oyaHRWanZuOHFKX2UyVVBOb2RNX21WWUpmWE9zaW9uSVBlWEpmeDYzUm45UU5WWGdyNlBibUVQbllCVjRjVVN3YkdINFBTajU3Wkc0SFA0VnBndElyZ0pxZ29DNmRuMG5YbDIzNkNhRGdn0gG3AUFVX3lxTE96OGQ4cl9oZUVMTzFTTlUxU1NUallHUGVseXptTXRrSlNkRHhoN1dpT2VoRXg2aXlkYW1WQ1JPMjBPNzBrRU5pMVl0dVptQm1oX3ZFQmlwd1lRS2gyTXBCdWRlcWlLbFF4cWRKQU9vZkdROFAwbGFLRGNvXzlNS2hrcW9VX2R4NWc1SkhsSnBMa19qTTE2b3ZLN0dEeUtXdFhSeS1kREhKNEE3bzBJSWdaUXZmemJ3MA?oc=5,Brava (BRAV3) cai quase 5%: como a paralisação em Potiguar pode afetar a ação? InfoMoney,negativo,operacional_incidente,2,"Ação da Brava (BRAV3) caiu quase 5% em resposta a uma paralisação na unidade de Potiguar, que pode impactar operações e resultados da companhia."
Brava Energia,BRAV3,2026-01-07T08:00:00+00:00,Google News,noticia,Brava Energia (BRAV3): Produção média cresce 6% em dezembro e 46% em 2025 - Investidor10,https://news.google.com/rss/articles/CBMiswFBVV95cUxNcWdubVJmckNwVmFsdmFHbjJhZlBSYVoxQ2RLSF96NVNZclVDN1BlWGdRTVhOOGZBb1VTdTRrTFN5WXRqQ001WHBkUEhfT2hzVUtFVzF1U1FfTzlTejV6VmlXZi1OZU1IeE5Nc3V4UDIzUHFKMkhUX0pBMk1kTTFBeHlmclZNckpjeS1oV0o2SnliaG1UQW1kOEJnc1R2WnpISUJ3Rkl6bUJBRHQ1LWZVS2trc9IBuAFBVV95cUxQVGkzTXFwMm51TGdlQ3g2ZlNIaHltX1Q5OWxxX1BpZlV5aWR1dE43V3BrSDgtUVlRVTdfRFNUbFZyel9pc0ZPenkzbi1STm00dU1HdENrRjFHNVBVck80UzlSTGRkQUpHUjRlUHZfRUx5XzVpSXoxME9vYndVaDNIRFE1dWV2djVScDZUR0pSaFJ6OHRidDNKQVU0WWRMSkdkODVsR3RWRmd2RnhYVUwwZWZvSUFBd1V4?oc=5,Brava Energia (BRAV3): Produção média cresce 6% em dezembro e 46% em 2025 Investidor10,positivo,resultado_guidance;operacional_incidente,2,"Brava Energia (BRAV3) reportou crescimento de 6% na produção média em dezembro e 46% na produção acumulada de 2025, indicando expansão operacional significativa."
Brava Energia,BRAV3,2025-10-09T12:42:31+00:00,Google News,noticia,Brava Energia (BRAV3): Produção em Potiguar parcialmente impactada - conteudos.xpi.com.br,https://news.google.com/rss/articles/CBMivAFBVV95cUxOSjJ0dGhRa3lSaE9tNlNtbnI1anBEcVlUSDJaX0dpVTRrLWczUWd4NHpDaDJ0aWVaZlZ5M1Rha1o1aEpGbHJHTHMwMjZTTlkyeEl1TmZFN3dwWEZYZEtaMVJZemdobmxQeVlpUDlZMUJSSUx5dmNxYWkzcGV5SmV3Y0hMakNob3BJLXFnajlyU0xEckdNM0FmRXZLODhYMHlNS29vcTIxZ0xZdDMtWUN3RWRvd3k0VE8zTWxaNA?oc=5,Brava Energia (BRAV3): Produção em Potiguar parcialmente impactada conteudos.xpi.com.br,negativo,operacional_incidente,2,"A produção da Brava Energia no campo de Potiguar foi parcialmente impactada. Não há detalhes específicos sobre a causa, extensão ou duração do impacto na notícia."
Brava Energia,BRAV3,2025-12-19T08:00:00+00:00,Google News,noticia,"Ações da Brava (BRAV3) encerram no zero a zero, mas sobem 15% na semana - Valor Investe",https://news.google.com/rss/articles/CBMijwJBVV95cUxOM0lPWWFoazhaeEx3d3pwZFNOMzVRVUI2bi1hQ1BUM25aYzc3YXlCU2c4Rm9YcHFuWFhEVXpRd1NzYnM5REppd1dMZnNub0J3d3BNajhVX2pFaGk4M19vUHBzVlhQdTRIN3EzMXlNeXIzVUE1RUFtM0JERWdHTkpMSGZlMFlNbnl5WDByWWNmRFBhc3Z5bnM5V0trMkJBN1E4bGFJX0ZxUEpSdEgtNGt0RjZiSk5DMGF5WXBnaUJtamJyOXpjWGowY0lZUXZhTHM2VHVybGNSOUxmS0ZfSjFMeVNIWjY3UVdPSmVsMGNWV0NiR09qZ3lCbkJEQ20za2hKWDk4RmtVSmNPRkJ4T0Jv0gGeAkFVX3lxTE1nTUFMWnoxd3o5d0dKb3RoS0Y0UEZrMGNZVTVOWl9DUEgyaGhTdFpfZGJ2MEhZX3FpMDQwYzJjWnM3VG9IbFhDWGNxQ2xFNmlfdEZLVTRlMGU0dkxOSDF6WTN0VG9OazdQQ2Q2SHg5RDdMSEI0LVJZOVhqOUFlVk9rUVFXTTlIREFlankya0g1elVLb3MwZlJrMnZWVzZjUmFYQzhKTDBIZkFTVGs5SHlYT21jWlV6ci1KNEozLURkY0hpMXdYUUlJVkhmSFMzWTdHYTE2YV9HMVVkZnh5c0FGSHFjdGozWTdIaDRGclVkQlFjN1h5bXNMSVY2MF9FNmtiaU01ODdCa2pzWjlYeDJya2MxWW9FMGF0M2tjSEE?oc=5,"Ações da Brava (BRAV3) encerram no zero a zero, mas sobem 15% na semana Valor Investe",positivo,setor_macro,1,"Ações da Brava (BRAV3) fecharam estáveis no pregão, mas apresentaram alta de 15% na semana. O movimento reflete ganhos acumulados no período semanal apesar da estabilidade no encerramento do dia."
Brava Energia,BRAV3,2026-01-13T08:00:00+00:00,Google News,noticia,Brava (BRAV3): nova gestão detalha prioridades e caminhos para destravar valor - InfoMoney,https://news.google.com/rss/articles/CBMitAFBVV95cUxNWlkyeFBDNXFvME1xRW1OZTEya2VPSEtwOEdhN1VKQXNGbEViUEVwV1d0WG1vd1pxT2V5WV80czEwSTZ2b21EcUVraHhpX0EzSE5nMGpFeGZFdVlFMU1ZVEJIZkJlXzd5NEJjc2cyRkFwblVYdUoxbWstMjY4eXN6M21OTGEzNUhFZmpMaEZ2NTI1a3VUS2JzWVpNa2lhX1dfaGFVSWg4aHNQZlBITDlja2ZONU3SAboBQVVfeXFMT0JFZ3pfYUlrUmw1aXZlSGtwMWE2SE11WlMyUE81MGp6ZmdkYnJlT0RVMkcwSEJoSU1XU01ucVpaRGNpMFc5T3JsLVRSb2ZPVXBOaEVXZjd4S3p0dW1PYV95d09jc0F1QV9hRVM4RWZwOEpKaE00OUZld2l2MzJCb1VSa0JoLTU0U1h0emlxQ3lvdGpOblEyMmV2ZkQ3ZWJ1TzNtaENUSllZUVFob1ZlTTR4a2VEbHVVcVB3?oc=5,Brava (BRAV3): nova gestão detalha prioridades e caminhos para destravar valor InfoMoney,positivo,governanca;m&a_estrategia,2,Nova gestão da Brava (BRAV3) detalha prioridades e estratégias para destravar valor da companhia. A notícia indica movimento de governança com potencial impacto estratégico positivo.
Brava Energia,BRAV3,2026-01-12T08:00:00+00:00,Google News,noticia,Brava (BRAV3) sobe apesar de queda do petróleo e pressão no setor; entenda - Valor Investe,https://news.google.com/rss/articles/CBMi8gFBVV95cUxQRE5vWTJyYVBHbG9rUTFla3FJLXFjSGNRRXJMdEI2Z0h5dDBYSThBZURiLXpaaFJUYnE5bTVjRGhCYkNNMFVvQUlLZ1Y5M1lrS3Q2N29GQzJBREZzRTFPVUhLejZSdmJURlVmUm54NVRTUE9IdUhWMnVVZk1WbS1aWmdCNFdfb2pxTE9VZmFEUzlxeWxRVkJUX0J4dE9JR296azhEOGpUOWJxVGQtRkxXSm11TkYyc3A2Y1ZKUDZiUGdJS1dkUW1zRGpHeW9Vbnp3SGhabXM5dUs4dmJSYWw4R3NDVGtlYlJ3WFlRRmItdlpfUdIBgAJBVV95cUxQQzUwVlQ0Z2dkQjdPelF1eXRpZ3lUYnI0NXpnZVgzSG5DZDBIMU5RUzk2OWhlQjVteUtPbkYwMVN5bGxuVDN1SHNyelNOdXlNQXBhemstNHI5allrcGxsZGxGMDJ0SnVDODVJYmhPalI2WDBya2JPSDA1Si1xd0VmOEkxMVBuOG9OY0FtRnlDS3MyekxaeFN2WVVQZUV3SWdRZnQ1VEhjVmNlVTJNVmhHMDJBTlFQenRtcXV2ZHJLcFV4a0Q5YTA3eVFkd2pmU3pISUFlVm9IYTdvZWR4Q2dqNmRPaTlJeGRCZUZwblRIcFUxZ1lkbWxIY09MNElWU2VX?oc=5,Brava (BRAV3) sobe apesar de queda do petróleo e pressão no setor; entenda Valor Investe,positivo,setor_macro,1,As ações da Brava (BRAV3) apresentaram valorização apesar do cenário desfavorável de queda dos preços de petróleo e pressão no setor de energia.
Brava Energia,BRAV3,2026-01-07T08:00:00+00:00,Google News,noticia,Produção média da Brava Energia cresce 46% em 2025 - InfoMoney,https://news.google.com/rss/articles/CBMikgFBVV95cUxNWGNQMllLNXhLdmREY3RPY1VNMWtucnBmdldockgwd2tYZFdRVDFfZUE4RlFMRzAzWGtoZVE0MUFnc0hkOWRNYVd2TjQ5UjJPdzg3R0ViZlROaVNiWEw5SV9CMS1pd3NJbWxYbDJjal8ya3FiQ2JVcWsxeUlsWjRRbjB3NEhUM2tlWk9ZMVUtT0xWZ9IBlwFBVV95cUxOVHpyUEFzSlI1bUpubzNoc015WGR5ZDFnTmVfSTIyajhSa2JkT1VnWmtVY0Fwdjk0LU5oZGQ3alhxYzJfX3dqQVBVSG92LXowaS1HYXQyblhWRzhTQ1hLaVY1Rm1pV244ME83dTFWZUo5MFF2eERXWDBoclJUZ0ZUdlU5TEZWVlJIckpTRVg2VnJoZW9kdWs4?oc=5,Produção média da Brava Energia cresce 46% em 2025 InfoMoney,positivo,resultado_guidance;operacional_incidente,2,A Brava Energia registrou crescimento de 46% na produção média em 2025. O aumento significativo na produção indica desempenho operacional favorável da companhia.
Brava Energia,BRAV3,2026-02-06T08:00:00+00:00,Google News,noticia,"Brava (BRAV3): Produção média diária chega a 73,8 mil barris em janeiro - Investidor10",https://news.google.com/rss/articles/CBMiswFBVV95cUxNMlpnSlBFV2ZoYlpXRXNpSU1xNFBVSmFaclhRcFNoRGttQ1BBc0FZRC0tQ3FjV2c4UVRNNGNmSVE4a0swUjVPVm51NDF2V2xNMkdjTDlfUzZXcVI1YXUtYVBuaHczYXB4YzZMWXU4UDA1Wk5rUFlRSWJFaE9YV1ZMdnRMdEhsdHRpTEJsNllNSkc5Q1llU2lPcHJQUFI1dmxtZVFYUTR6WmxlZlNSeGMzVW1qVdIBuAFBVV95cUxOMUp0dWZuRVg0Y3h1TWlSNjdXaTZJRTFKZE1aMmwySEVfQmhkRkpYbjdMU252d2RoaDRweFJSU2xBbzlCeFAxOFZqUnVMcFU3VzFfTUFDVkw2NEJ3LTRweHFicmFqWWJHbE9vaWxxZDlLcXVVLVJmZXdlQmdBUnFHc3ZPOHozMUpkS2N4bXBUTGxEYTZXLUhpVkRLV1dyZExlTXh0MDlTNW9NMWlTTWpmMkpvMVQtWkhv?oc=5,"Brava (BRAV3): Produção média diária chega a 73,8 mil barris em janeiro Investidor10",positivo,operacional_incidente,2,"Brava (BRAV3) registrou produção média diária de 73,8 mil barris em janeiro. O dado indica manutenção operacional da capacidade produtiva da companhia."
Brava Energia,BRAV3,2025-12-02T08:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) lança programa de ADRs e amplia presença no mercado norte-americano - ADVFN,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOZ05xeHhJZngyVkhqSlRwUHg2WjNVTm41V0l0V3YzZWEwaWFNaEhLTkRUVl9BOWw4bEdLN2Q2MVNWa3pobzFyX2wxSmZBSU9uWm4zcHNDUEhfNnRaWk1Oa2Fod1BYUHZobWhxQkd0dzNndFM5ajdiYVAzdUdISEd3cUhRVDVLdGN5RUY0WVd0SUxFYzY5YzdIVVdpTHJGTHY2MVZzTm96VUdJcmtRMzd0T29pTkdTdlB1VGk3UlFZLUM?oc=5,Brava Energia (BRAV3) lança programa de ADRs e amplia presença no mercado norte-americano ADVFN,positivo,m&a_estrategia;liquidez_refinanciamento,2,"Brava Energia (BRAV3) lança programa de ADRs para ampliar sua presença no mercado norte-americano, expandindo suas opções de acesso a capital internacional."
Brava Energia,BRAV3,2025-11-10T08:00:00+00:00,Google News,noticia,"Brava Energia (BRAV3) afunda 6,58% nesta segunda-feira e lidera as perdas no Ibovespa - ADVFN",https://news.google.com/rss/articles/CBMiugFBVV95cUxQNzJJaFhreURIU2lXZUk5NTBWRm5CckdBWFVqUTc1SHhlVV90MFlPY0ZNdjVBb0hPRzctdkJ6VXlyRWRoY3E3ZF9lQ003TGMzbEFVSkdmdzg3eE5xdzZmTEZMQXY5SVZWV3BXV1hYZmtDb2pPZm9DVlpQaHlua3M5dFRhT3hPZ1JtQTlHcHQ1WXVXaWZLYUVIOGhsS04wZDJQZ01FeU8wblZTbTNCLVZQNnB6OGx2dE1ETmc?oc=5,"Brava Energia (BRAV3) afunda 6,58% nesta segunda-feira e lidera as perdas no Ibovespa ADVFN",negativo,setor_macro,2,"Ação da Brava Energia (BRAV3) registrou queda de 6,58% na segunda-feira, liderando as perdas do Ibovespa no dia."
Brava Energia,BRAV3,2026-01-16T08:00:00+00:00,Google News,noticia,Brava Energia (BRAV3) compra ativos da Petronas por US$ 450 milhões - Investidor10,https://news.google.com/rss/articles/CBMirgFBVV95cUxNOFZhYXcwdU5XMmdxZ1JpVmdaQzF2Y0VyTm9Xcmt5SDI5OGVNY19qc0pfeWxFVnFCdDRZZ0ptSjNHYnNPbm40dDFtSlZTRzEzUUJaa2dTSEU5bjRsMVZPRDZVdHVzQ1h5UTdSWXY0YkRycDdzbEM2RzZ4cGt4QzJva29uWkx5c3JvQnNhUzNMMEtmX2FDdUx4LWx1b0ZmM01IbWpoSlpaN3ZPVThlRWfSAbMBQVVfeXFMTTdQVW41enNWejVKbElZMVZXR1Z3UUtPbGJqcGZLck82OWdma1Nna2lFejd3b0JfU1g2S09JU19wZzBsaWFONWc4SHlyZE04UTUxVE9ZTC0yX2k4Q2RIQlRMMkc3a29FYjJkM21QRFFEMTV1cF9ReDBGeHlDTy1ISFc4MVYyenJYamVrTTJRcElIa011SWtIY01SU25CZ1o3RWZMYjdfMmhvejBJcjNoT1o2YUE?oc=5,Brava Energia (BRAV3) compra ativos da Petronas por US$ 450 milhões Investidor10,positivo,m&a_estrategia;operacional_incidente,2,"Brava Energia adquire ativos da Petronas por US$ 450 milhões, representando movimento estratégico de aquisição e expansão da companhia."
Brava Energia,BRAV3,2025-11-11T08:00:00+00:00,Google News,noticia,Brava (BRAV3) cai 4% após produção de outubro e balanço do 3T25 - Money Times,https://news.google.com/rss/articles/CBMimwFBVV95cUxQaU16VXdnX0VackNsajJSTktLUkZLWTFtdXRHUmhEQ3VoM2ZadHg5UTJ5LTMyS1ZXVnNwVThvZkRiUWJVRWFSWWZZMF9TYVY0ajVsemtjR3NBbUM1SXNGQ1pXX19vc2hrRE9kSGpWN2cwUVlNSXY2R0RPQ1FhZFJLcTVXUUdCeGNMVzN6YVdhSDI1ZTR6Mk5ENlpqOA?oc=5,Brava (BRAV3) cai 4% após produção de outubro e balanço do 3T25 Money Times,negativo,resultado_guidance;operacional_incidente,2,Ação BRAV3 recuou 4% após divulgação da produção de outubro e balanço do terceiro trimestre de 2025. A queda reflete reação do mercado aos números apresentados.
Brava Energia,BRAV3,2025-11-06T12:34:52+00:00,Google News,noticia,Brava Energia (BRAV3): Dados de produção de outubro – Paralisação de Potiguar impulsiona queda sequencial - conteudos.xpi.com.br,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQcjVadm5CVnVobkdVOWZrdHJGNVZDWDRxQkRJY0hOd2d0S1RUejNBV3ZxVm5jUE9wRGlpb19waDJWQm1LbVR5bk5NSklodWNsWUZsTkE4VU1FWXQxSmpvZTRxT2ZDUUFUa21kV1dWWWF5bnI3VzBCa0cwNGQwNWRYajV5MGhJNFhuSjhfYjl3NWs4QW1FUHV5RWktbzFZdm1ELU56NEJxY3JNNWxmZzg3TUF0Z0FJb2w0NXNsX0pKbE1wNkJLWWZhcGkxeTJBSmlvQ08yTGRuODE5V2R3eFBEbHYwSW0tekhzdDE0U0lB?oc=5,Brava Energia (BRAV3): Dados de produção de outubro – Paralisação de Potiguar impulsiona queda sequencial conteudos.xpi.com.br,negativo,operacional_incidente,2,A Brava Energia (BRAV3) divulgou dados de produção de outubro com queda sequencial impulsionada pela paralisação da unidade Potiguar.
